experiment,experiment_label,layer,component,type,param_name,condition_number_base,condition_number_exp,condition_number_diff,condition_number_log_ratio
muon_sft,Muon + SFT,7,o_proj,attn,model.layers.7.self_attn.o_proj.weight,9457.463639954845,9966.100313514447,508.63667355960206,0.022750573951539683
muon_sft,Muon + SFT,7,q_proj,attn,model.layers.7.self_attn.q_proj.weight,9030.470682093728,9121.950044212786,91.47936211905835,0.004377302521655536
muon_sft,Muon + SFT,7,v_proj,attn,model.layers.7.self_attn.v_proj.weight,4.6148320901395445,4.614406273112087,-0.00042581702745714267,-4.007480968152518e-05
muon_sft,Muon + SFT,8,down_proj,mlp,model.layers.8.mlp.down_proj.weight,8.059006885143106,8.059123327664715,0.0001164425216089171,6.274964146230265e-06
muon_sft,Muon + SFT,8,gate_proj,mlp,model.layers.8.mlp.gate_proj.weight,15.70276662952571,15.702697419751638,-6.920977407176565e-05,-1.9141524498015558e-06
muon_sft,Muon + SFT,8,up_proj,mlp,model.layers.8.mlp.up_proj.weight,11.03707620181019,11.035827465344353,-0.0012487364658380073,-4.9138923018127956e-05
muon_sft,Muon + SFT,8,k_proj,attn,model.layers.8.self_attn.k_proj.weight,26.24428190856445,26.23757004010983,-0.006711868454619463,-0.00011108325414446709
muon_sft,Muon + SFT,8,o_proj,attn,model.layers.8.self_attn.o_proj.weight,8728.55329977634,8962.120600119097,233.56730034275643,0.011468515545133078
muon_sft,Muon + SFT,8,q_proj,attn,model.layers.8.self_attn.q_proj.weight,20459.276858621644,21127.295295218293,668.0184365966488,0.013953623134839563
muon_sft,Muon + SFT,8,v_proj,attn,model.layers.8.self_attn.v_proj.weight,2.614956506444022,2.6151104856783163,0.00015397923429416593,2.5572265862595958e-05
muon_sft,Muon + SFT,9,down_proj,mlp,model.layers.9.mlp.down_proj.weight,11.96143651469935,11.962068959642647,0.0006324449432959511,2.2962132312937612e-05
muon_sft,Muon + SFT,9,gate_proj,mlp,model.layers.9.mlp.gate_proj.weight,17.04541620966512,17.046812372936234,0.0013961632711136929,3.557092217369088e-05
muon_sft,Muon + SFT,9,up_proj,mlp,model.layers.9.mlp.up_proj.weight,8.607523542303687,8.607334044989733,-0.00018949731395423441,-9.56123364620609e-06
muon_sft,Muon + SFT,9,k_proj,attn,model.layers.9.self_attn.k_proj.weight,29.979145885547403,29.978447333707468,-0.0006985518399353907,-1.0119726064095849e-05
muon_sft,Muon + SFT,9,o_proj,attn,model.layers.9.self_attn.o_proj.weight,26480.436490575365,25681.20170794991,-799.2347826254554,-0.0133097975842262
muon_sft,Muon + SFT,9,q_proj,attn,model.layers.9.self_attn.q_proj.weight,35295.52653603585,34120.83444498381,-1174.692091052042,-0.01470002150157156
muon_sft,Muon + SFT,9,v_proj,attn,model.layers.9.self_attn.v_proj.weight,3.911800039733773,3.912447172004839,0.0006471322710659422,7.183974826479095e-05
adamw_grpo,AdamW + GRPO,-1,embed,embed,model.embed_tokens.weight,69.18641058154057,69.19110692825207,0.0046963467114977675,2.9478740468802682e-05
adamw_grpo,AdamW + GRPO,0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,10.546793843948734,10.547327346594532,0.0005335026457977676,2.1967945771001637e-05
adamw_grpo,AdamW + GRPO,0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,50.790417231602824,50.78397597211235,-0.006441259490472362,-5.508087951574747e-05
adamw_grpo,AdamW + GRPO,0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,30.557746350661454,30.55729019474619,-0.0004561559152627126,-6.483052554258094e-06
adamw_grpo,AdamW + GRPO,0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,18.73935745084044,18.743134676165358,0.0037772253249173104,8.753036567111045e-05
adamw_grpo,AdamW + GRPO,0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,38555.79005042446,37841.71531330783,-714.074737116629,-0.008118792570263727
adamw_grpo,AdamW + GRPO,0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,184976.8751259078,190921.37607818723,5944.500952279428,0.01373711741592402
adamw_grpo,AdamW + GRPO,0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,7.7755061789352835,7.77209508660119,-0.003411092334093091,-0.00019056555110041684
adamw_grpo,AdamW + GRPO,1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,8.998430005007657,8.99898402802743,0.0005540230197720319,2.673819027212104e-05
adamw_grpo,AdamW + GRPO,1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,33.91668364456576,33.91796669771431,0.0012830531485548136,1.642885751335782e-05
adamw_grpo,AdamW + GRPO,1,up_proj,mlp,model.layers.1.mlp.up_proj.weight,37.735381088331756,37.7359655441574,0.0005844558256455912,6.7264187356734915e-06
adamw_grpo,AdamW + GRPO,1,k_proj,attn,model.layers.1.self_attn.k_proj.weight,30.087513316132128,30.088538211743334,0.0010248956112057783,1.4793476714262612e-05
adamw_grpo,AdamW + GRPO,1,o_proj,attn,model.layers.1.self_attn.o_proj.weight,49034.98587834326,52390.743005803655,3355.757127460398,0.028748503095367185
adamw_grpo,AdamW + GRPO,1,q_proj,attn,model.layers.1.self_attn.q_proj.weight,1074758.1049613138,1393465.6674154997,318707.5624541859,0.11278554401495634
adamw_grpo,AdamW + GRPO,1,v_proj,attn,model.layers.1.self_attn.v_proj.weight,3.341969736117407,3.3416965889954886,-0.00027314712191861545,-3.5497369884329284e-05
adamw_grpo,AdamW + GRPO,10,down_proj,mlp,model.layers.10.mlp.down_proj.weight,13.491719978091211,13.491651022908263,-6.895518294847136e-05,-2.2196526484699337e-06
adamw_grpo,AdamW + GRPO,10,gate_proj,mlp,model.layers.10.mlp.gate_proj.weight,16.210019773701827,16.209374795143788,-0.0006449785580393552,-1.728043552106327e-05
adamw_grpo,AdamW + GRPO,10,up_proj,mlp,model.layers.10.mlp.up_proj.weight,8.538043575643336,8.538239218563646,0.00019564292031049035,9.951421130962158e-06
adamw_grpo,AdamW + GRPO,10,k_proj,attn,model.layers.10.self_attn.k_proj.weight,24.034098760920294,24.037345678178387,0.003246917258092452,5.866760472809347e-05
adamw_grpo,AdamW + GRPO,10,o_proj,attn,model.layers.10.self_attn.o_proj.weight,15508.710116684786,15134.481359084808,-374.22875759997805,-0.010608135589084007
adamw_grpo,AdamW + GRPO,10,q_proj,attn,model.layers.10.self_attn.q_proj.weight,12813.850813777506,12397.268611232677,-416.58220254482876,-0.014353652227803947
adamw_grpo,AdamW + GRPO,10,v_proj,attn,model.layers.10.self_attn.v_proj.weight,3.2994636012714755,3.2992587092185395,-0.0002048920529360565,-2.6969914422089266e-05
adamw_grpo,AdamW + GRPO,11,down_proj,mlp,model.layers.11.mlp.down_proj.weight,16.054627449194015,16.054046222185583,-0.0005812270084319948,-1.57230837440547e-05
adamw_grpo,AdamW + GRPO,11,gate_proj,mlp,model.layers.11.mlp.gate_proj.weight,13.225697438590451,13.225372621666645,-0.0003248169238059262,-1.0666199690504015e-05
adamw_grpo,AdamW + GRPO,11,up_proj,mlp,model.layers.11.mlp.up_proj.weight,6.605510357941471,6.60513009889632,-0.00038025904515048836,-2.5001725781247605e-05
adamw_grpo,AdamW + GRPO,11,k_proj,attn,model.layers.11.self_attn.k_proj.weight,21.610944081803808,21.6021938934136,-0.008750188390209246,-0.00017587977932075733
adamw_grpo,AdamW + GRPO,11,o_proj,attn,model.layers.11.self_attn.o_proj.weight,139258.46738802953,70030.54943282304,-69227.91795520649,-0.29853407755963185
adamw_grpo,AdamW + GRPO,11,q_proj,attn,model.layers.11.self_attn.q_proj.weight,28543.812668067454,28630.094335948008,86.28166788055387,0.001310796573459708
adamw_grpo,AdamW + GRPO,11,v_proj,attn,model.layers.11.self_attn.v_proj.weight,2.8678401021237847,2.8678333982529525,-6.703870832236447e-06,-1.0152091501322091e-06
adamw_grpo,AdamW + GRPO,12,down_proj,mlp,model.layers.12.mlp.down_proj.weight,14.145448240851502,14.145532271505314,8.403065381124009e-05,2.5799069951212038e-06
adamw_grpo,AdamW + GRPO,12,gate_proj,mlp,model.layers.12.mlp.gate_proj.weight,18.888272791501652,18.888185167172164,-8.762432948827836e-05,-2.0147342992691735e-06
