experiment,experiment_label,layer,component,type,param_name,n_params,n_changed,n_unchanged,sparsity,n_changed_bf16,n_unchanged_bf16,sparsity_bf16,n_changed_thresh,sparsity_thresh,n_changed_bf16_thresh,sparsity_bf16_thresh
adamw_sft_fp32,AdamW + SFT (FP32),17,down_proj,mlp,model.layers.17.mlp.down_proj.weight,13762560,13762154,406,2.9500325520848136e-05,3031487,10731073,0.7797294253394718,7969609,0.42092103503999256,2636534,0.8084270658947172
adamw_sft_fp32,AdamW + SFT (FP32),17,gate_proj,mlp,model.layers.17.mlp.gate_proj.weight,13762560,13762172,388,2.8192429315510026e-05,2868849,10893711,0.7915468488420759,7916415,0.42478615897042415,2490601,0.8190306890578497
adamw_sft_fp32,AdamW + SFT (FP32),17,up_proj,mlp,model.layers.17.mlp.up_proj.weight,13762560,13762150,410,2.9790969122034383e-05,2861041,10901519,0.7921141851515997,7926697,0.424039059593564,2485947,0.8193688528878348
adamw_sft_fp32,AdamW + SFT (FP32),17,k_proj,attn,model.layers.17.self_attn.k_proj.weight,393216,393208,8,2.034505208337034e-05,89718,303498,0.7718353271484375,220759,0.4385808308919271,76958,0.8042856852213541
adamw_sft_fp32,AdamW + SFT (FP32),17,o_proj,attn,model.layers.17.self_attn.o_proj.weight,2359296,2359244,52,2.2040473090290114e-05,551680,1807616,0.7661675347222222,1358552,0.4241706000434028,476414,0.7980694240993924
adamw_sft_fp32,AdamW + SFT (FP32),17,q_proj,attn,model.layers.17.self_attn.q_proj.weight,2359296,2359217,79,3.3484564887165114e-05,536322,1822974,0.7726771036783854,1331968,0.4354383680555556,460434,0.8048426310221354
adamw_sft_fp32,AdamW + SFT (FP32),17,v_proj,attn,model.layers.17.self_attn.v_proj.weight,393216,393208,8,2.034505208337034e-05,85599,307617,0.7823104858398438,224697,0.42856597900390625,73812,0.812286376953125
adamw_sft_fp32,AdamW + SFT (FP32),18,down_proj,mlp,model.layers.18.mlp.down_proj.weight,13762560,13762135,425,3.088088262648281e-05,3000296,10762264,0.7819957914806548,7943111,0.42284640357607883,2607210,0.8105577741350447
adamw_sft_fp32,AdamW + SFT (FP32),18,gate_proj,mlp,model.layers.18.mlp.gate_proj.weight,13762560,13762108,452,3.2842726934489974e-05,2779682,10982878,0.7980258033389137,7913475,0.42499978201729915,2415174,0.8245112827845982
adamw_sft_fp32,AdamW + SFT (FP32),18,up_proj,mlp,model.layers.18.mlp.up_proj.weight,13762560,13762157,403,2.928234281995845e-05,2862286,10900274,0.7920237223307292,7928584,0.4239019484747024,2486772,0.8193089076450892
adamw_sft_fp32,AdamW + SFT (FP32),18,k_proj,attn,model.layers.18.self_attn.k_proj.weight,393216,393203,13,3.306070963537966e-05,78010,315206,0.8016103108723959,225890,0.42553202311197913,67574,0.8281504313151041
adamw_sft_fp32,AdamW + SFT (FP32),18,o_proj,attn,model.layers.18.self_attn.o_proj.weight,2359296,2359228,68,2.8822157118080227e-05,562902,1796394,0.7614110310872396,1358788,0.4240705702039931,486816,0.7936604817708334
adamw_sft_fp32,AdamW + SFT (FP32),18,q_proj,attn,model.layers.18.self_attn.q_proj.weight,2359296,2359200,96,4.069010416662966e-05,510060,1849236,0.7838083902994791,1358694,0.42411041259765625,441899,0.8126987881130643
adamw_sft_fp32,AdamW + SFT (FP32),18,v_proj,attn,model.layers.18.self_attn.v_proj.weight,393216,393206,10,2.543131510412966e-05,104435,288781,0.7344080607096355,226559,0.4238306681315104,89196,0.773162841796875
adamw_sft_fp32,AdamW + SFT (FP32),19,down_proj,mlp,model.layers.19.mlp.down_proj.weight,13762560,13762183,377,2.7393159412247847e-05,2981585,10780975,0.7833553495861235,7975173,0.4205167497907366,2595860,0.8113824753534227
adamw_sft_fp32,AdamW + SFT (FP32),19,gate_proj,mlp,model.layers.19.mlp.gate_proj.weight,13762560,13762098,462,3.356933593745559e-05,2768462,10994098,0.798841058640253,7926095,0.4240828014555431,2405804,0.825192115420387
adamw_sft_fp32,AdamW + SFT (FP32),19,up_proj,mlp,model.layers.19.mlp.up_proj.weight,13762560,13762126,434,3.1534830729151864e-05,2828895,10933665,0.794449942452567,7944254,0.42276335216703864,2461145,0.8211709885370164
adamw_sft_fp32,AdamW + SFT (FP32),19,k_proj,attn,model.layers.19.self_attn.k_proj.weight,393216,393203,13,3.306070963537966e-05,82331,310885,0.7906214396158854,223988,0.43036905924479163,71010,0.8194122314453125
adamw_sft_fp32,AdamW + SFT (FP32),19,o_proj,attn,model.layers.19.self_attn.o_proj.weight,2359296,2359200,96,4.069010416662966e-05,507374,1851922,0.7849468655056424,1368912,0.41977945963541663,441449,0.8128895229763455
adamw_sft_fp32,AdamW + SFT (FP32),19,q_proj,attn,model.layers.19.self_attn.q_proj.weight,2359296,2359214,82,3.4756130642410454e-05,523818,1835478,0.7779769897460938,1346975,0.4290775722927518,451702,0.8085437350802951
adamw_sft_fp32,AdamW + SFT (FP32),19,v_proj,attn,model.layers.19.self_attn.v_proj.weight,393216,393202,14,3.560384114587034e-05,72011,321205,0.8168665568033854,224236,0.42973836263020837,62108,0.8420511881510416
adamw_sft_fp32,AdamW + SFT (FP32),2,down_proj,mlp,model.layers.2.mlp.down_proj.weight,13762560,13762163,397,2.884637741817908e-05,2950582,10811978,0.7856080554780506,7836966,0.4305589948381696,2549286,0.8147665841238839
adamw_sft_fp32,AdamW + SFT (FP32),2,gate_proj,mlp,model.layers.2.mlp.gate_proj.weight,13762560,13762098,462,3.356933593745559e-05,2520225,11242335,0.816878182547433,7844359,0.43002181280226937,2184013,0.8413076491582961
adamw_sft_fp32,AdamW + SFT (FP32),2,up_proj,mlp,model.layers.2.mlp.up_proj.weight,13762560,13762144,416,3.0226934523813753e-05,2960203,10802357,0.7849089849562871,7878396,0.4275486537388393,2564462,0.8136638823009672
adamw_sft_fp32,AdamW + SFT (FP32),2,k_proj,attn,model.layers.2.self_attn.k_proj.weight,393216,393203,13,3.306070963537966e-05,59817,333399,0.8478775024414062,229340,0.41675821940104163,52197,0.8672561645507812
adamw_sft_fp32,AdamW + SFT (FP32),2,o_proj,attn,model.layers.2.self_attn.o_proj.weight,2359296,2359221,75,3.178914388024534e-05,568270,1791026,0.7591357760959201,1363598,0.4220318264431424,493224,0.7909444173177084
adamw_sft_fp32,AdamW + SFT (FP32),2,q_proj,attn,model.layers.2.self_attn.q_proj.weight,2359296,2359211,85,3.602769639754477e-05,443581,1915715,0.8119858635796441,1356390,0.42508697509765625,384243,0.8371365865071615
adamw_sft_fp32,AdamW + SFT (FP32),2,v_proj,attn,model.layers.2.self_attn.v_proj.weight,393216,393209,7,1.780192057287966e-05,113279,279937,0.7119166056315105,230321,0.4142634073893229,98006,0.7507578531901041
adamw_sft_fp32,AdamW + SFT (FP32),20,down_proj,mlp,model.layers.20.mlp.down_proj.weight,13762560,13762165,395,2.8701055617585958e-05,2977487,10785073,0.7836531139555432,7963303,0.42137923467726934,2590607,0.811764163062686
adamw_sft_fp32,AdamW + SFT (FP32),20,gate_proj,mlp,model.layers.20.mlp.gate_proj.weight,13762560,13762155,405,2.9427664620551575e-05,2806801,10955759,0.7960553123837426,7899385,0.4260235741024926,2436080,0.8229922340029762
adamw_sft_fp32,AdamW + SFT (FP32),20,up_proj,mlp,model.layers.20.mlp.up_proj.weight,13762560,13762114,446,3.2406761532710604e-05,2816711,10945849,0.7953352428617931,7918532,0.424632335844494,2446093,0.8222646804082961
adamw_sft_fp32,AdamW + SFT (FP32),20,k_proj,attn,model.layers.20.self_attn.k_proj.weight,393216,393200,16,4.069010416662966e-05,86576,306640,0.7798258463541666,228257,0.4195124308268229,75356,0.8083597819010416
adamw_sft_fp32,AdamW + SFT (FP32),20,o_proj,attn,model.layers.20.self_attn.o_proj.weight,2359296,2359230,66,2.797444661462034e-05,520446,1838850,0.7794062296549479,1370460,0.41912333170572913,452533,0.8081915113661025
adamw_sft_fp32,AdamW + SFT (FP32),20,q_proj,attn,model.layers.20.self_attn.q_proj.weight,2359296,2359229,67,2.8398301866294773e-05,531344,1827952,0.7747870551215278,1359128,0.4239264594184028,459021,0.8054415384928385
adamw_sft_fp32,AdamW + SFT (FP32),20,v_proj,attn,model.layers.20.self_attn.v_proj.weight,393216,393208,8,2.034505208337034e-05,72639,320577,0.8152694702148438,229827,0.41551971435546875,63334,0.8389333089192709
adamw_sft_fp32,AdamW + SFT (FP32),21,down_proj,mlp,model.layers.21.mlp.down_proj.weight,13762560,13762135,425,3.088088262648281e-05,3003144,10759416,0.7817888532366072,7939359,0.42311902727399553,2606602,0.8106019519624256
adamw_sft_fp32,AdamW + SFT (FP32),21,gate_proj,mlp,model.layers.21.mlp.gate_proj.weight,13762560,13762032,528,3.8364955357139685e-05,2700066,11062494,0.8038107735770089,7854592,0.42927827380952377,2337358,0.8301654634021578
adamw_sft_fp32,AdamW + SFT (FP32),21,up_proj,mlp,model.layers.21.mlp.up_proj.weight,13762560,13762127,433,3.14621698288553e-05,2807994,10954566,0.7959686279296875,7898185,0.4261107671828497,2436184,0.8229846772693452
adamw_sft_fp32,AdamW + SFT (FP32),21,k_proj,attn,model.layers.21.self_attn.k_proj.weight,393216,393204,12,3.0517578125e-05,82993,310223,0.7889378865559896,224594,0.42882792154947913,71532,0.818084716796875
adamw_sft_fp32,AdamW + SFT (FP32),21,o_proj,attn,model.layers.21.self_attn.o_proj.weight,2359296,2359225,71,3.0093722873214546e-05,533190,1826106,0.7740046183268229,1378230,0.4158299763997396,464073,0.8033002217610677
adamw_sft_fp32,AdamW + SFT (FP32),21,q_proj,attn,model.layers.21.self_attn.q_proj.weight,2359296,2359208,88,3.7299262152790114e-05,520578,1838718,0.7793502807617188,1359069,0.42395146687825525,449257,0.80958006117079
adamw_sft_fp32,AdamW + SFT (FP32),21,v_proj,attn,model.layers.21.self_attn.v_proj.weight,393216,393197,19,4.831949869787966e-05,76788,316428,0.804718017578125,225923,0.4254480997721354,66481,0.8309300740559896
adamw_sft_fp32,AdamW + SFT (FP32),22,down_proj,mlp,model.layers.22.mlp.down_proj.weight,13762560,13762152,408,2.964564732144126e-05,2930354,10832206,0.7870778401692708,7967655,0.42106301443917415,2552681,0.8145199003673735
adamw_sft_fp32,AdamW + SFT (FP32),22,gate_proj,mlp,model.layers.22.mlp.gate_proj.weight,13762560,13762118,442,3.211611793152436e-05,2591760,11170800,0.8116803850446428,7832376,0.4308925083705357,2243564,0.8369806198846726
adamw_sft_fp32,AdamW + SFT (FP32),22,up_proj,mlp,model.layers.22.mlp.up_proj.weight,13762560,13762114,446,3.2406761532710604e-05,2800611,10961949,0.7965050833565848,7904916,0.4256216866629464,2431444,0.823329089936756
adamw_sft_fp32,AdamW + SFT (FP32),22,k_proj,attn,model.layers.22.self_attn.k_proj.weight,393216,393207,9,2.288818359375e-05,99024,294192,0.7481689453125,224760,0.42840576171875,83963,0.7864710489908854
adamw_sft_fp32,AdamW + SFT (FP32),22,o_proj,attn,model.layers.22.self_attn.o_proj.weight,2359296,2359219,77,3.263685438370523e-05,467843,1891453,0.8017022874620225,1366050,0.4209925333658854,407597,0.8272378709581163
adamw_sft_fp32,AdamW + SFT (FP32),22,q_proj,attn,model.layers.22.self_attn.q_proj.weight,2359296,2359233,63,2.6702880859375e-05,573523,1785773,0.7569092644585503,1345602,0.4296595255533854,487125,0.7935295104980469
adamw_sft_fp32,AdamW + SFT (FP32),22,v_proj,attn,model.layers.22.self_attn.v_proj.weight,393216,393199,17,4.323323567712034e-05,94045,299171,0.7608311971028646,225691,0.4260381062825521,80686,0.7948048909505209
adamw_sft_fp32,AdamW + SFT (FP32),23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,13762560,13762149,411,2.9863630022330945e-05,2880176,10882384,0.7907238188244048,7971741,0.4207661220005581,2508388,0.8177382696242559
adamw_sft_fp32,AdamW + SFT (FP32),23,gate_proj,mlp,model.layers.23.mlp.gate_proj.weight,13762560,13762085,475,3.4513927641421915e-05,2569499,11193061,0.8132978893461682,7808981,0.43259241013299854,2222226,0.8385310581752232
adamw_sft_fp32,AdamW + SFT (FP32),23,up_proj,mlp,model.layers.23.mlp.up_proj.weight,13762560,13762127,433,3.14621698288553e-05,2734366,11028194,0.8013185046968005,7894989,0.42634299142020093,2372523,0.827610342843192
adamw_sft_fp32,AdamW + SFT (FP32),23,k_proj,attn,model.layers.23.self_attn.k_proj.weight,393216,393206,10,2.543131510412966e-05,89901,303315,0.7713699340820312,230928,0.4127197265625,78172,0.8011983235677084
adamw_sft_fp32,AdamW + SFT (FP32),23,o_proj,attn,model.layers.23.self_attn.o_proj.weight,2359296,2359228,68,2.8822157118080227e-05,497636,1861660,0.7890743679470487,1383233,0.4137094285753038,435117,0.8155733744303385
adamw_sft_fp32,AdamW + SFT (FP32),23,q_proj,attn,model.layers.23.self_attn.q_proj.weight,2359296,2359218,78,3.306070963537966e-05,525877,1833419,0.7771042717827691,1377658,0.4160724216037326,456344,0.8065761990017362
adamw_sft_fp32,AdamW + SFT (FP32),23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,393216,393203,13,3.306070963537966e-05,83416,309800,0.7878621419270834,231184,0.41206868489583337,72594,0.8153839111328125
adamw_sft_fp32,AdamW + SFT (FP32),24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,13762560,13762189,371,2.6957194010468477e-05,2838126,10924434,0.7937792096819196,7968025,0.421036129906064,2470520,0.8204897925967262
adamw_sft_fp32,AdamW + SFT (FP32),24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,13762560,13762127,433,3.14621698288553e-05,2612026,11150534,0.8102078392392114,7826655,0.43130820138113835,2260036,0.8357837495349703
adamw_sft_fp32,AdamW + SFT (FP32),24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,13762560,13762115,445,3.233410063241404e-05,2682317,11080243,0.8051004318963914,7899862,0.42598891485305057,2328402,0.8308162144252232
adamw_sft_fp32,AdamW + SFT (FP32),24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,393216,393201,15,3.814697265625e-05,80208,313008,0.7960205078125,231444,0.411407470703125,70120,0.8216756184895834
adamw_sft_fp32,AdamW + SFT (FP32),24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,2359296,2359227,69,2.924601236975466e-05,470413,1888883,0.8006129794650607,1381511,0.4144393073187934,411803,0.8254551357693143
adamw_sft_fp32,AdamW + SFT (FP32),24,q_proj,attn,model.layers.24.self_attn.q_proj.weight,2359296,2359214,82,3.4756130642410454e-05,494338,1864958,0.7904722425672743,1358843,0.42404725816514754,427908,0.8186289469401041
adamw_sft_fp32,AdamW + SFT (FP32),24,v_proj,attn,model.layers.24.self_attn.v_proj.weight,393216,393203,13,3.306070963537966e-05,68626,324590,0.8254750569661459,231750,0.4106292724609375,59976,0.84747314453125
adamw_sft_fp32,AdamW + SFT (FP32),25,down_proj,mlp,model.layers.25.mlp.down_proj.weight,13762560,13762155,405,2.9427664620551575e-05,2772414,10990146,0.7985539027622768,7999516,0.41874796549479165,2420309,0.8241381690615699
adamw_sft_fp32,AdamW + SFT (FP32),25,gate_proj,mlp,model.layers.25.mlp.gate_proj.weight,13762560,13762162,398,2.8919038318475643e-05,2672009,11090551,0.8058494204566592,7851204,0.4295244489397322,2314124,0.8318536667596726
adamw_sft_fp32,AdamW + SFT (FP32),25,up_proj,mlp,model.layers.25.mlp.up_proj.weight,13762560,13762102,458,3.3278692336269344e-05,2646435,11116125,0.8077076503208706,7916121,0.42480752127511157,2301129,0.8327978951590402
adamw_sft_fp32,AdamW + SFT (FP32),25,k_proj,attn,model.layers.25.self_attn.k_proj.weight,393216,393209,7,1.780192057287966e-05,104891,288325,0.7332483927408855,227893,0.4204381306966146,90120,0.77081298828125
adamw_sft_fp32,AdamW + SFT (FP32),25,o_proj,attn,model.layers.25.self_attn.o_proj.weight,2359296,2359205,91,3.8570827908035454e-05,435063,1924233,0.8155962626139323,1397530,0.4076495700412326,382499,0.8378757900661893
adamw_sft_fp32,AdamW + SFT (FP32),25,q_proj,attn,model.layers.25.self_attn.q_proj.weight,2359296,2359224,72,3.0517578125e-05,611564,1747732,0.7407853868272569,1367739,0.4202766418457031,524134,0.7778430514865451
adamw_sft_fp32,AdamW + SFT (FP32),25,v_proj,attn,model.layers.25.self_attn.v_proj.weight,393216,393197,19,4.831949869787966e-05,66829,326387,0.8300450642903646,236125,0.3995030721028646,58612,0.8509419759114584
adamw_sft_fp32,AdamW + SFT (FP32),26,down_proj,mlp,model.layers.26.mlp.down_proj.weight,13762560,13762112,448,3.255208333330373e-05,2757857,11004703,0.7996116274879093,8012046,0.4178375244140625,2408658,0.8249847412109375
adamw_sft_fp32,AdamW + SFT (FP32),26,gate_proj,mlp,model.layers.26.mlp.gate_proj.weight,13762560,13762086,474,3.4441266741125354e-05,2729679,11032881,0.8016590663364955,7918072,0.424665759858631,2373075,0.8275702340262276
adamw_sft_fp32,AdamW + SFT (FP32),26,up_proj,mlp,model.layers.26.mlp.up_proj.weight,13762560,13762117,443,3.218877883182092e-05,2629178,11133382,0.8089615594773065,7951347,0.4222479684012277,2289141,0.8336689540318081
adamw_sft_fp32,AdamW + SFT (FP32),26,k_proj,attn,model.layers.26.self_attn.k_proj.weight,393216,393205,11,2.797444661462034e-05,100185,293031,0.7452163696289062,223605,0.43134307861328125,86274,0.7805938720703125
adamw_sft_fp32,AdamW + SFT (FP32),26,o_proj,attn,model.layers.26.self_attn.o_proj.weight,2359296,2359216,80,3.3908420138839546e-05,435257,1924039,0.8155140346950955,1380199,0.4149954054090712,380400,0.8387654622395834
adamw_sft_fp32,AdamW + SFT (FP32),26,q_proj,attn,model.layers.26.self_attn.q_proj.weight,2359296,2359221,75,3.178914388024534e-05,580267,1779029,0.754050784640842,1335193,0.4340714348687066,497072,0.7893134223090278
adamw_sft_fp32,AdamW + SFT (FP32),26,v_proj,attn,model.layers.26.self_attn.v_proj.weight,393216,393196,20,5.086263020837034e-05,69489,323727,0.8232803344726562,235437,0.40125274658203125,60909,0.8451004028320312
adamw_sft_fp32,AdamW + SFT (FP32),27,down_proj,mlp,model.layers.27.mlp.down_proj.weight,13762560,13762149,411,2.9863630022330945e-05,3021805,10740755,0.7804329281761533,7831096,0.43098551432291665,2605103,0.8107108706519717
adamw_sft_fp32,AdamW + SFT (FP32),27,gate_proj,mlp,model.layers.27.mlp.gate_proj.weight,13762560,13762120,440,3.1970796130931234e-05,2577054,11185506,0.8127489362444197,7870029,0.4281566074916294,2236592,0.8374872116815476
adamw_sft_fp32,AdamW + SFT (FP32),27,up_proj,mlp,model.layers.27.mlp.up_proj.weight,13762560,13762095,465,3.3787318638345276e-05,2625676,11136884,0.8092160179501489,7891090,0.42662629627046134,2277367,0.8345244634719122
adamw_sft_fp32,AdamW + SFT (FP32),27,k_proj,attn,model.layers.27.self_attn.k_proj.weight,393216,393206,10,2.543131510412966e-05,106368,286848,0.7294921875,226646,0.42360941569010413,91512,0.76727294921875
adamw_sft_fp32,AdamW + SFT (FP32),27,o_proj,attn,model.layers.27.self_attn.o_proj.weight,2359296,2359221,75,3.178914388024534e-05,521559,1837737,0.7789344787597656,1374778,0.4172931247287326,453631,0.8077261182996962
adamw_sft_fp32,AdamW + SFT (FP32),27,q_proj,attn,model.layers.27.self_attn.q_proj.weight,2359296,2359236,60,2.543131510412966e-05,605402,1753894,0.7433971828884549,1357230,0.4247309366861979,519520,0.7797987196180556
adamw_sft_fp32,AdamW + SFT (FP32),27,v_proj,attn,model.layers.27.self_attn.v_proj.weight,393216,393190,26,6.612141927087034e-05,58391,334825,0.8515040079752604,233313,0.40665435791015625,51491,0.8690516153971354
adamw_sft_fp32,AdamW + SFT (FP32),3,down_proj,mlp,model.layers.3.mlp.down_proj.weight,13762560,13762114,446,3.2406761532710604e-05,2960607,10801953,0.784879629952567,7809738,0.43253740583147327,2553863,0.8144340151832217
adamw_sft_fp32,AdamW + SFT (FP32),3,gate_proj,mlp,model.layers.3.mlp.gate_proj.weight,13762560,13762079,481,3.4949893043201286e-05,2525463,11237097,0.8164975847516741,7819502,0.4318279448009673,2185095,0.841229030064174
adamw_sft_fp32,AdamW + SFT (FP32),3,up_proj,mlp,model.layers.3.mlp.up_proj.weight,13762560,13762193,367,2.6666550409171208e-05,2943176,10819384,0.7861461821056548,7848618,0.42971235002790176,2545495,0.8150420415969122
adamw_sft_fp32,AdamW + SFT (FP32),3,k_proj,attn,model.layers.3.self_attn.k_proj.weight,393216,393201,15,3.814697265625e-05,74132,319084,0.8114725748697916,232239,0.40938568115234375,64936,0.8348592122395834
adamw_sft_fp32,AdamW + SFT (FP32),3,o_proj,attn,model.layers.3.self_attn.o_proj.weight,2359296,2359244,52,2.2040473090290114e-05,589584,1769712,0.7501017252604166,1354245,0.42599614461263025,508861,0.7843165927463107
adamw_sft_fp32,AdamW + SFT (FP32),3,q_proj,attn,model.layers.3.self_attn.q_proj.weight,2359296,2359221,75,3.178914388024534e-05,521826,1837470,0.7788213094075521,1357088,0.4247911241319444,451583,0.8085941738552518
adamw_sft_fp32,AdamW + SFT (FP32),3,v_proj,attn,model.layers.3.self_attn.v_proj.weight,393216,393210,6,1.52587890625e-05,101705,291511,0.741350809733073,235675,0.4006474812825521,89140,0.7733052571614584
adamw_sft_fp32,AdamW + SFT (FP32),4,down_proj,mlp,model.layers.4.mlp.down_proj.weight,13762560,13762189,371,2.6957194010468477e-05,3010618,10751942,0.7812457856677828,7780765,0.4346426100957961,2593508,0.8115533737909226
adamw_sft_fp32,AdamW + SFT (FP32),4,gate_proj,mlp,model.layers.4.mlp.gate_proj.weight,13762560,13762138,422,3.066289992559312e-05,2527909,11234651,0.8163198561895462,7797442,0.4334308442615328,2184818,0.8412491571335565
adamw_sft_fp32,AdamW + SFT (FP32),4,up_proj,mlp,model.layers.4.mlp.up_proj.weight,13762560,13762120,440,3.1970796130931234e-05,2949969,10812591,0.785652596609933,7797012,0.43346208844866074,2544522,0.8151127406529017
adamw_sft_fp32,AdamW + SFT (FP32),4,k_proj,attn,model.layers.4.self_attn.k_proj.weight,393216,393202,14,3.560384114587034e-05,73385,319831,0.8133722941080729,225559,0.4263737996419271,63448,0.8386433919270834
adamw_sft_fp32,AdamW + SFT (FP32),4,o_proj,attn,model.layers.4.self_attn.o_proj.weight,2359296,2359231,65,2.7550591362834886e-05,547663,1811633,0.7678701612684462,1346053,0.42946836683485246,471470,0.8001649644639757
adamw_sft_fp32,AdamW + SFT (FP32),4,q_proj,attn,model.layers.4.self_attn.q_proj.weight,2359296,2359223,73,3.0941433376785454e-05,488803,1870493,0.7928182813856337,1354673,0.42581473456488717,422754,0.8208134969075521
adamw_sft_fp32,AdamW + SFT (FP32),4,v_proj,attn,model.layers.4.self_attn.v_proj.weight,393216,393201,15,3.814697265625e-05,83399,309817,0.7879053751627604,224950,0.42792256673177087,71948,0.8170267740885416
adamw_sft_fp32,AdamW + SFT (FP32),5,down_proj,mlp,model.layers.5.mlp.down_proj.weight,13762560,13762172,388,2.8192429315510026e-05,3059837,10702723,0.7776694888160343,7783337,0.43445572626023066,2633873,0.8086204165504092
adamw_sft_fp32,AdamW + SFT (FP32),5,gate_proj,mlp,model.layers.5.mlp.gate_proj.weight,13762560,13762060,500,3.633045014883596e-05,2459563,11302997,0.8212859380812871,7799669,0.4332690284365699,2126514,0.845485578264509
adamw_sft_fp32,AdamW + SFT (FP32),5,up_proj,mlp,model.layers.5.mlp.up_proj.weight,13762560,13762173,387,2.8119768415213464e-05,2981486,10781074,0.783362543015253,7790946,0.4339028494698661,2569586,0.8132915678478423
adamw_sft_fp32,AdamW + SFT (FP32),5,k_proj,attn,model.layers.5.self_attn.k_proj.weight,393216,393202,14,3.560384114587034e-05,71917,321299,0.8171056111653646,218874,0.4433746337890625,61486,0.8436330159505209
adamw_sft_fp32,AdamW + SFT (FP32),5,o_proj,attn,model.layers.5.self_attn.o_proj.weight,2359296,2359216,80,3.3908420138839546e-05,563267,1796029,0.7612563239203559,1339937,0.43206066555447054,483210,0.7951889038085938
adamw_sft_fp32,AdamW + SFT (FP32),5,q_proj,attn,model.layers.5.self_attn.q_proj.weight,2359296,2359228,68,2.8822157118080227e-05,496230,1863066,0.7896703084309896,1317239,0.4416813320583768,422656,0.8208550347222222
adamw_sft_fp32,AdamW + SFT (FP32),5,v_proj,attn,model.layers.5.self_attn.v_proj.weight,393216,393203,13,3.306070963537966e-05,93709,299507,0.7616856892903646,222678,0.4337005615234375,80059,0.7963994344075521
adamw_sft_fp32,AdamW + SFT (FP32),6,down_proj,mlp,model.layers.6.mlp.down_proj.weight,13762560,13762170,390,2.833775111610315e-05,2997522,10765038,0.7821973528180803,7745378,0.4372138613746279,2577238,0.8127355666387649
adamw_sft_fp32,AdamW + SFT (FP32),6,gate_proj,mlp,model.layers.6.mlp.gate_proj.weight,13762560,13762074,486,3.5313197544684094e-05,2446780,11315780,0.8222147623697916,7762235,0.435989016578311,2111506,0.8465760730561755
adamw_sft_fp32,AdamW + SFT (FP32),6,up_proj,mlp,model.layers.6.mlp.up_proj.weight,13762560,13762162,398,2.8919038318475643e-05,2914861,10847699,0.7882035754975818,7740402,0.43757542201450894,2505796,0.8179266066778274
adamw_sft_fp32,AdamW + SFT (FP32),6,k_proj,attn,model.layers.6.self_attn.k_proj.weight,393216,393199,17,4.323323567712034e-05,69294,323922,0.8237762451171875,218533,0.4442418416341146,59321,0.8491388956705729
adamw_sft_fp32,AdamW + SFT (FP32),6,o_proj,attn,model.layers.6.self_attn.o_proj.weight,2359296,2359218,78,3.306070963537966e-05,514861,1844435,0.7817734612358941,1336115,0.4336806403266059,442425,0.812475840250651
adamw_sft_fp32,AdamW + SFT (FP32),6,q_proj,attn,model.layers.6.self_attn.q_proj.weight,2359296,2359203,93,3.941853841149534e-05,489443,1869853,0.7925470140245225,1327512,0.43732706705729163,420341,0.8218362596299913
adamw_sft_fp32,AdamW + SFT (FP32),6,v_proj,attn,model.layers.6.self_attn.v_proj.weight,393216,393207,9,2.288818359375e-05,80943,312273,0.7941513061523438,224461,0.4291661580403646,69636,0.822906494140625
adamw_sft_fp32,AdamW + SFT (FP32),7,down_proj,mlp,model.layers.7.mlp.down_proj.weight,13762560,13762144,416,3.0226934523813753e-05,2895208,10867352,0.7896315801711309,7739052,0.43767351422991074,2489180,0.8191339401971727
adamw_sft_fp32,AdamW + SFT (FP32),7,gate_proj,mlp,model.layers.7.mlp.gate_proj.weight,13762560,13762082,478,3.47319103423116e-05,2566038,11196522,0.8135493687220983,7726032,0.43861955915178574,2208444,0.839532470703125
adamw_sft_fp32,AdamW + SFT (FP32),7,up_proj,mlp,model.layers.7.mlp.up_proj.weight,13762560,13762103,457,3.320603143597278e-05,2795243,10967317,0.7968951270693825,7730478,0.43829650878906246,2403225,0.8253795078822544
adamw_sft_fp32,AdamW + SFT (FP32),7,k_proj,attn,model.layers.7.self_attn.k_proj.weight,393216,393192,24,6.103515625e-05,66890,326326,0.8298899332682291,220827,0.43840789794921875,57443,0.8539148966471354
adamw_sft_fp32,AdamW + SFT (FP32),7,o_proj,attn,model.layers.7.self_attn.o_proj.weight,2359296,2359244,52,2.2040473090290114e-05,535696,1823600,0.7729424370659722,1319994,0.44051361083984375,458030,0.805861579047309
adamw_sft_fp32,AdamW + SFT (FP32),7,q_proj,attn,model.layers.7.self_attn.q_proj.weight,2359296,2359214,82,3.4756130642410454e-05,462282,1897014,0.8040593465169271,1314290,0.44293128119574654,395022,0.8325678507486979
adamw_sft_fp32,AdamW + SFT (FP32),7,v_proj,attn,model.layers.7.self_attn.v_proj.weight,393216,393205,11,2.797444661462034e-05,90450,302766,0.7699737548828125,225370,0.42685445149739587,78168,0.80120849609375
